verse_index,verse_id,chapter_number,verse_number,chapter_verses,verse_id_arabic,english_1989,arabic_uthmani,pdf_page_1989,printed_page_1989,english_bbox,english_transcription_source,english_transcription_note,arabic_alignment_note
1401,10:31,10,31,109,٣١:١٠,"Say, “Who provides for you from the heaven and the earth? Who controls all the hearing and the eyesight? Who produces the living from the dead, and the dead from the living? Who is in control of all things?” They would say, “GOD.” Say, “Why then do you not observe righteousness?”",قُلْ مَن يَرْزُقُكُم مِّنَ ٱلسَّمَآءِ وَٱلْأَرْضِ أَمَّن يَمْلِكُ ٱلسَّمْعَ وَٱلْأَبْصَـٰرَ وَمَن يُخْرِجُ ٱلْحَىَّ مِنَ ٱلْمَيِّتِ وَيُخْرِجُ ٱلْمَيِّتَ مِنَ ٱلْحَىِّ وَمَن يُدَبِّرُ ٱلْأَمْرَ ۚ فَسَيَقُولُونَ ٱللَّهُ ۚ فَقُلْ أَفَلَا تَتَّقُونَ,231,212,"[39.7, 448.651, 325.604, 589.751]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1402,10:32,10,32,109,٣٢:١٠,"Such is GOD, your rightful Lord. What is there after the truth, except falsehood? How could you disregard all this?",فَذَٰلِكُمُ ٱللَّهُ رَبُّكُمُ ٱلْحَقُّ ۖ فَمَاذَا بَعْدَ ٱلْحَقِّ إِلَّا ٱلضَّلَـٰلُ ۖ فَأَنَّىٰ تُصْرَفُونَ,231,212,"[39.25, 598.739, 389.654, 625.55]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1403,10:33,10,33,109,٣٣:١٠,Thus does the decree of your Lord determine the fate of those who decided to be wicked; they cannot believe.,كَذَٰلِكَ حَقَّتْ كَلِمَتُ رَبِّكَ عَلَى ٱلَّذِينَ فَسَقُوٓا۟ أَنَّهُمْ لَا يُؤْمِنُونَ,231,212,"[39.0, 634.301, 389.818, 660.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1404,10:34,10,34,109,٣٤:١٠,"Say, “Can any of your idols initiate creation, then repeat it?” Say, “GOD initiates the creation, then repeats it.”",قُلْ هَلْ مِن شُرَكَآئِكُم مَّن يَبْدَؤُا۟ ٱلْخَلْقَ ثُمَّ يُعِيدُهُۥ ۚ قُلِ ٱللَّهُ يَبْدَؤُا۟ ٱلْخَلْقَ ثُمَّ يُعِيدُهُۥ ۖ فَأَنَّىٰ تُؤْفَكُونَ,232,213,"[39.5, 66.351, 373.664, 93.689]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1405,10:35,10,35,109,٣٥:١٠,"Say, “Does any of your idols guide to the truth?” Say, “GOD guides to the truth. Is one who guides to the truth more worthy of being followed, or one who does not guide, and needs guidance for himself? What is wrong with your judgment?”",قُلْ هَلْ مِن شُرَكَآئِكُم مَّن يَهْدِىٓ إِلَى ٱلْحَقِّ ۚ قُلِ ٱللَّهُ يَهْدِى لِلْحَقِّ ۗ أَفَمَن يَهْدِىٓ إِلَى ٱلْحَقِّ أَحَقُّ أَن يُتَّبَعَ أَمَّن لَّا يَهِدِّىٓ إِلَّآ أَن يُهْدَىٰ ۖ فَمَا لَكُمْ كَيْفَ تَحْكُمُونَ,232,213,"[39.7, 102.101, 380.736, 186.101]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1406,10:36,10,36,109,٣٦:١٠,"Most of them follow nothing but conjecture. Surely, conjecture is no substitute for the truth. GOD is fully aware of everything they do.",وَمَا يَتَّبِعُ أَكْثَرُهُمْ إِلَّا ظَنًّا ۚ إِنَّ ٱلظَّنَّ لَا يُغْنِى مِنَ ٱلْحَقِّ شَيْـًٔا ۚ إِنَّ ٱللَّهَ عَلِيمٌۢ بِمَا يَفْعَلُونَ,232,213,"[40.45, 194.751, 241.57, 264.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1407,10:37,10,37,109,٣٧:١٠,"This Quran could not possibly be written by other than GOD. It confirms all previous messages, and provides a fully detailed scripture. It is infallible; for it comes from the Lord of the universe.",وَمَا كَانَ هَـٰذَا ٱلْقُرْءَانُ أَن يُفْتَرَىٰ مِن دُونِ ٱللَّهِ وَلَـٰكِن تَصْدِيقَ ٱلَّذِى بَيْنَ يَدَيْهِ وَتَفْصِيلَ ٱلْكِتَـٰبِ لَا رَيْبَ فِيهِ مِن رَّبِّ ٱلْعَـٰلَمِينَ,232,213,"[40.7, 289.901, 238.634, 374.25]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1408,10:38,10,38,109,٣٨:١٠,"If they say, “He fabricated it,” say, “Then produce one sura like these, and invite whomever you wish, other than GOD, if you are truthful.”",أَمْ يَقُولُونَ ٱفْتَرَىٰهُ ۖ قُلْ فَأْتُوا۟ بِسُورَةٍ مِّثْلِهِۦ وَٱدْعُوا۟ مَنِ ٱسْتَطَعْتُم مِّن دُونِ ٱللَّهِ إِن كُنتُمْ صَـٰدِقِينَ,232,213,"[40.9, 382.551, 250.454, 438.338]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1409,10:39,10,39,109,٣٩:١٠,"Indeed, they have rejected what they have no knowledge about, and before the full understanding thereof is attained by them. Thus did those before them disbelieve. Therefore, note the consequences for the transgressors.",بَلْ كَذَّبُوا۟ بِمَا لَمْ يُحِيطُوا۟ بِعِلْمِهِۦ وَلَمَّا يَأْتِهِمْ تَأْوِيلُهُۥ ۚ كَذَٰلِكَ كَذَّبَ ٱلَّذِينَ مِن قَبْلِهِمْ ۖ فَٱنظُرْ كَيْفَ كَانَ عَـٰقِبَةُ ٱلظَّـٰلِمِينَ,232,213,"[40.7, 446.851, 251.608, 545.751]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1374,10:4,10,4,109,٤:١٠,"To Him is your ultimate return, all of you. This is GOD’s truthful promise. He initiates creation, then repeats it, in order to reward those who believe and lead a righteous life, equitably. As for those who disbelieve, they incur hellish drinks, and a painful retribution for their disbelieving.",إِلَيْهِ مَرْجِعُكُمْ جَمِيعًا ۖ وَعْدَ ٱللَّهِ حَقًّا ۚ إِنَّهُۥ يَبْدَؤُا۟ ٱلْخَلْقَ ثُمَّ يُعِيدُهُۥ لِيَجْزِىَ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ بِٱلْقِسْطِ ۚ وَٱلَّذِينَ كَفَرُوا۟ لَهُمْ شَرَابٌ مِّنْ حَمِيمٍ وَعَذَابٌ أَلِيمٌۢ بِمَا كَانُوا۟ يَكْفُرُونَ,227,208,"[40.7, 369.296, 240.824, 483.547]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1410,10:40,10,40,109,٤٠:١٠,"Some of them believe (in this scripture), while others disbelieve in it. Your Lord is fully aware of the evildoers.",وَمِنْهُم مَّن يُؤْمِنُ بِهِۦ وَمِنْهُم مَّن لَّا يُؤْمِنُ بِهِۦ ۚ وَرَبُّكَ أَعْلَمُ بِٱلْمُفْسِدِينَ,232,213,"[40.2, 553.748, 413.307, 580.651]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1411,10:41,10,41,109,٤١:١٠,"If they reject you, then say, “I have my works, and you have your works. You are innocent of my works, and I am innocent of your works.”",وَإِن كَذَّبُوكَ فَقُل لِّى عَمَلِى وَلَكُمْ عَمَلُكُمْ ۖ أَنتُم بَرِيٓـُٔونَ مِمَّآ أَعْمَلُ وَأَنَا۠ بَرِىٓءٌ مِّمَّا تَعْمَلُونَ,232,213,"[39.95, 589.901, 400.502, 629.951]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1412,10:42,10,42,109,٤٢:١٠,"Some of them listen to you, but can you make the deaf hear, even if they do not understand?",وَمِنْهُم مَّن يَسْتَمِعُونَ إِلَيْكَ ۚ أَفَأَنتَ تُسْمِعُ ٱلصُّمَّ وَلَوْ كَانُوا۟ لَا يَعْقِلُونَ,232,213,"[39.25, 639.201, 478.646, 660.408]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1413,10:43,10,43,109,٤٣:١٠,"Some of them look at you, but can you guide the blind, even though they do not see?",وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ,233,214,"[39.25, 43.151, 344.23, 69.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1414,10:44,10,44,109,٤٤:١٠,GOD never wrongs the people; it is the people who wrong their own souls.,إِنَّ ٱللَّهَ لَا يَظْلِمُ ٱلنَّاسَ شَيْـًٔا وَلَـٰكِنَّ ٱلنَّاسَ أَنفُسَهُمْ يَظْلِمُونَ,233,214,"[39.5, 78.639, 281.27, 106.301]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1415,10:45,10,45,109,٤٥:١٠,"On the day when He summons all of them, they will feel as if they lasted in this world one hour of the day, during which they met. Losers indeed are those who disbelieved in meeting GOD; they are not guided.",وَيَوْمَ يَحْشُرُهُمْ كَأَن لَّمْ يَلْبَثُوٓا۟ إِلَّا سَاعَةً مِّنَ ٱلنَّهَارِ يَتَعَارَفُونَ بَيْنَهُمْ ۚ قَدْ خَسِرَ ٱلَّذِينَ كَذَّبُوا۟ بِلِقَآءِ ٱللَّهِ وَمَا كَانُوا۟ مُهْتَدِينَ,233,214,"[39.7, 115.151, 285.89, 200.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1416,10:46,10,46,109,٤٦:١٠,"Whether we show you some (of the retribution) we promise them, or terminate your life before that, to us is their ultimate return. GOD is witnessing everything they do.",وَإِمَّا نُرِيَنَّكَ بَعْضَ ٱلَّذِى نَعِدُهُمْ أَوْ نَتَوَفَّيَنَّكَ فَإِلَيْنَا مَرْجِعُهُمْ ثُمَّ ٱللَّهُ شَهِيدٌ عَلَىٰ مَا يَفْعَلُونَ,233,214,"[40.2, 209.148, 241.978, 293.25]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1417,10:47,10,47,109,٤٧:١٠,"To each community, a messenger (is sent); once their messenger comes, they are judged equitably, without the least injustice.",وَلِكُلِّ أُمَّةٍ رَّسُولٌ ۖ فَإِذَا جَآءَ رَسُولُهُمْ قُضِىَ بَيْنَهُم بِٱلْقِسْطِ وَهُمْ لَا يُظْلَمُونَ,233,214,"[40.9, 301.901, 253.582, 357.1]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1418,10:48,10,48,109,٤٨:١٠,"They challenge: “When will this (doom) come to pass, if you are telling the truth?”",وَيَقُولُونَ مَتَىٰ هَـٰذَا ٱلْوَعْدُ إِن كُنتُمْ صَـٰدِقِينَ,233,214,"[41.15, 365.501, 224.306, 405.95]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1419,10:49,10,49,109,٤٩:١٠,"Say, “I possess no power to even harm myself, or benefit myself. Only what GOD wills takes place.” Each community has a predetermined life span. Once their interim comes to an end, they cannot delay it by one hour, nor advance it.",قُل لَّآ أَمْلِكُ لِنَفْسِى ضَرًّا وَلَا نَفْعًا إِلَّا مَا شَآءَ ٱللَّهُ ۗ لِكُلِّ أُمَّةٍ أَجَلٌ ۚ إِذَا جَآءَ أَجَلُهُمْ فَلَا يَسْتَـْٔخِرُونَ سَاعَةً ۖ وَلَا يَسْتَقْدِمُونَ,233,214,"[41.4, 431.001, 244.739, 529.9]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1375,10:5,10,5,109,٥:١٠,"He is the One who rendered the sun luminescent, and the moon a light, and He designed its phases that you may learn to count the years and to calculate. GOD did not create all this, without a specific purpose. He explains the revelations for people who know.",هُوَ ٱلَّذِى جَعَلَ ٱلشَّمْسَ ضِيَآءً وَٱلْقَمَرَ نُورًا وَقَدَّرَهُۥ مَنَازِلَ لِتَعْلَمُوا۟ عَدَدَ ٱلسِّنِينَ وَٱلْحِسَابَ ۚ مَا خَلَقَ ٱللَّهُ ذَٰلِكَ إِلَّا بِٱلْحَقِّ ۚ يُفَصِّلُ ٱلْءَايَـٰتِ لِقَوْمٍ يَعْلَمُونَ,227,208,"[40.7, 504.501, 324.18, 590.601]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1420,10:50,10,50,109,٥٠:١٠,"Say,“Whether His retribution comes to you by night or by day, why are the guilty in such a hurry?",قُلْ أَرَءَيْتُمْ إِنْ أَتَىٰكُمْ عَذَابُهُۥ بَيَـٰتًا أَوْ نَهَارًا مَّاذَا يَسْتَعْجِلُ مِنْهُ ٱلْمُجْرِمُونَ,233,214,"[41.65, 538.751, 406.68, 564.951]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1421,10:51,10,51,109,٥١:١٠,"“If it does happen, will you believe then? Why should you believe then, when you already have challenged it to come?”",أَثُمَّ إِذَا مَا وَقَعَ ءَامَنتُم بِهِۦٓ ۚ ءَآلْـَٔـٰنَ وَقَدْ كُنتُم بِهِۦ تَسْتَعْجِلُونَ,233,214,"[41.65, 573.451, 427.822, 599.751]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1422,10:52,10,52,109,٥٢:١٠,"It will be said to the transgressors, “Taste the eternal retribution. Are you not requited precisely for what you earned?”",ثُمَّ قِيلَ لِلَّذِينَ ظَلَمُوا۟ ذُوقُوا۟ عَذَابَ ٱلْخُلْدِ هَلْ تُجْزَوْنَ إِلَّا بِمَا كُنتُمْ تَكْسِبُونَ,233,214,"[41.65, 608.351, 392.566, 634.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
